Rinkimø pavadinimas;Apygardos Nr.;Apygardos pavadinimas;Apylinkës Unikalus Numeris;Apylinkës nr.;Apylinkës pavadinimas;Savivaldybës pavadinimas;Viso rinkëjø sàraðe;"Ið viso balsavo apylinkëje
 (Pat.+Paðt.)";Rinkëjø iki 24 m. (Vyrø);Rinkëjø iki 24 m. (Moterø);Balsavo iki 24 m. (Vyrø);Balsavo iki 24 m. (Moterø);Rinkëjø 25 -  29 m. (Vyrø);Rinkëjø 25 - 29 m. (Moterø);Bals. iki 25 - 29 m. (Vyrø);Bals. iki 25 - 29 m. (Moterø);Rinkëjø 30 -  34 m. (Vyrø);Rinkëjø 30 - 34 m. (Moterø);Bals. iki 30 - 34 m. (Vyrø);Bals. iki 30 - 34 m. (Moterø);Rink. 35 - 44 m. (Vyrø);Rink. 35 - 44 m. (Moterø);Bals. 35 - 44 m. (Vyrø);Bals. 35 - 44 m. (Moterø);Rink. 45 - 54 m. (Vyrø);Rink. 45 - 54 m. (Moterø);Bals. 45 - 54 m. (Vyrø);Bals. 45 - 54 m. (Moterø);Rink. 55 - 64 m. (Vyrø);Rink. 55 - 64 m. (Moterø);Bals. 55 - 64 m. (Vyrø);Bals. 55 - 64 m. (Moterø);Rink. 65 - 74 m. (Vyrø);Rink. 65 - 74 m. (Moterø);Bals. 65 - 74 m. (Vyrø);Bals. 65 - 74 m. (Moterø);Rink. nuo 75 m. (Vyrø);Rink. nuo 75 m. (Moterø);Bals. nuo 75 m. (Vyrø);Bals. nuo 75 m. (Moterø)
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );23;Danës;20064;64;S.Daukanto;Klaipëdos miesto savivaldybë;927;435;31;36;17;14;33;31;9;16;45;47;19;23;92;106;42;50;69;79;36;42;73;98;30;49;44;54;26;24;31;58;14;24
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );23;Danës;20066;66;Politechnikos;Klaipëdos miesto savivaldybë;1351;653;48;43;22;16;38;50;18;19;64;57;29;27;117;114;51;68;107;108;46;52;140;142;60;80;68;92;31;45;52;111;39;50
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );24;Baltijos;20019;19;Vilties;Klaipëdos miesto savivaldybë;1573;630;47;36;9;14;46;65;16;29;77;72;23;25;107;127;36;59;86;128;36;60;110;159;39;65;76;133;31;54;59;245;27;107
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );24;Baltijos;20021;21;Klaipëdos Vandens;Klaipëdos miesto savivaldybë;3755;1484;114;117;30;27;127;147;49;46;185;205;70;76;274;261;81;102;245;312;90;132;346;469;136;203;136;221;61;100;161;435;81;200
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );24;Baltijos;20022;22;Rumpiðkiø;Klaipëdos miesto savivaldybë;1403;587;59;45;16;18;39;44;10;17;41;60;11;18;94;106;24;41;94;137;41;57;111;127;42;52;48;102;25;53;76;220;45;117
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );24;Baltijos;20023;23;Aitvaro;Klaipëdos miesto savivaldybë;2607;1088;87;89;33;39;94;98;32;32;107;116;37;49;191;198;61;83;203;227;69;100;193;255;62;120;85;160;43;82;133;371;64;182
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );24;Baltijos;20026;26;Brigantinos;Klaipëdos miesto savivaldybë;1699;679;70;62;24;16;63;83;18;32;71;81;22;35;87;122;26;46;141;182;40;71;130;153;47;75;59;99;23;52;91;205;47;105
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );24;Baltijos;20027;27;Draugystës;Klaipëdos miesto savivaldybë;2815;1087;99;87;34;22;103;102;21;38;128;146;45;39;191;189;59;69;208;250;71;113;187;266;69;114;100;183;41;80;175;401;90;182
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );24;Baltijos;20029;29;Ðvyturio;Klaipëdos miesto savivaldybë;1807;765;72;77;30;31;74;63;24;24;45;76;15;22;156;155;54;60;169;186;59;100;122;145;44;66;53;115;20;60;90;209;53;103
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );24;Baltijos;20030;30;Olimpijos;Klaipëdos miesto savivaldybë;1597;663;68;55;21;21;62;58;22;28;66;79;19;35;132;145;44;58;130;154;51;68;138;177;50;85;51;111;18;52;53;118;33;58
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );24;Baltijos;20032;32;Dainavos;Klaipëdos miesto savivaldybë;2698;1099;93;77;33;28;91;94;33;31;90;120;22;40;184;182;58;74;209;228;68;103;186;223;66;101;102;216;43;110;171;432;83;206
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );24;Baltijos;20033;33;Auðros;Klaipëdos miesto savivaldybë;1126;542;36;44;12;21;34;40;13;16;63;62;22;31;71;69;25;28;86;95;32;46;73;108;41;62;52;85;29;42;62;146;43;79
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );24;Baltijos;20035;35;Nykðtuko;Klaipëdos miesto savivaldybë;1887;817;53;56;17;22;47;71;12;25;81;73;31;35;133;119;41;47;141;166;49;73;117;143;40;66;108;203;62;115;120;256;58;124
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );24;Baltijos;20036;36;Debreceno;Klaipëdos miesto savivaldybë;2313;880;94;85;32;29;97;98;25;29;92;84;38;30;184;182;56;75;197;262;62;101;174;233;57;94;100;169;32;77;80;182;40;103
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );24;Baltijos;20037;37;Gedminø;Klaipëdos miesto savivaldybë;2321;971;80;88;29;35;79;70;18;27;90;102;17;37;155;171;40;68;197;223;73;100;165;167;55;80;96;194;45;104;138;306;76;167
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );24;Baltijos;20038;38;Vëtrungës;Klaipëdos miesto savivaldybë;2150;936;87;81;39;30;65;86;22;39;74;77;28;36;154;159;48;69;177;175;69;84;130;172;47;81;95;212;38;115;132;274;71;120
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );24;Baltijos;20039;39;Þilvièio;Klaipëdos miesto savivaldybë;1506;656;54;55;16;20;44;54;15;23;56;61;23;24;116;119;35;54;130;149;51;69;74;106;27;60;93;179;37;95;60;156;30;77
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );24;Baltijos;20045;45;Menø mokyklos;Klaipëdos miesto savivaldybë;1846;825;74;62;22;26;61;65;17;19;66;74;24;31;133;143;36;69;162;170;66;89;101;137;41;63;86;205;42;110;102;205;59;111
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );25;Auðros;44002;2;Medelyno;Ðiauliø miesto savivaldybë;4134;2063;187;159;73;57;154;123;64;61;161;143;57;57;303;293;132;133;342;368;150;191;441;484;239;288;228;301;146;186;146;301;89;140
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );25;Auðros;44003;3;Purienø;Ðiauliø miesto savivaldybë;1896;862;88;85;32;36;83;56;27;18;79;86;23;31;122;120;48;49;149;196;67;101;187;221;86;110;82;131;46;77;61;150;37;74
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );25;Auðros;44004;4;J. Basanavièiaus;Ðiauliø miesto savivaldybë;2348;996;81;97;22;39;100;81;33;23;87;79;23;28;159;162;60;73;199;212;86;92;250;304;114;153;105;179;56;90;87;166;42;62
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );25;Auðros;44005;5;M. K. Èiurlionio;Ðiauliø miesto savivaldybë;1468;767;65;62;28;29;55;64;18;31;58;55;21;25;100;114;35;57;126;132;66;75;122;141;67;85;67;121;47;80;53;133;37;66
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );25;Auðros;44006;6;V. Kudirkos;Ðiauliø miesto savivaldybë;1991;946;70;94;25;36;74;61;30;20;72;84;30;30;119;132;47;63;165;211;79;114;152;199;73;91;105;160;62;91;90;203;48;107
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );25;Auðros;44008;8;Vijoliø;Ðiauliø miesto savivaldybë;2317;1057;134;103;45;42;90;99;25;39;82;90;27;28;171;178;77;82;201;254;90;117;231;307;110;157;89;118;56;75;52;118;32;55
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );25;Auðros;44009;9;Jovaro;Ðiauliø miesto savivaldybë;3071;1617;102;98;38;41;87;111;32;53;113;131;46;57;212;226;93;116;193;276;102;159;277;374;150;200;175;291;119;188;115;290;70;153
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );25;Auðros;44010;10;Parko;Ðiauliø miesto savivaldybë;1473;809;46;55;20;28;48;36;19;16;45;60;25;28;84;117;50;58;113;141;56;78;111;148;55;86;71;128;53;82;74;196;47;108
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );25;Auðros;44011;11;Varpo;Ðiauliø miesto savivaldybë;2218;1037;85;72;30;30;70;72;26;28;98;83;31;37;128;161;50;71;181;205;80;98;172;248;77;120;94;164;50;93;91;294;57;159
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );25;Auðros;44013;13;J. Janonio;Ðiauliø miesto savivaldybë;2591;1213;91;91;36;41;80;76;24;25;108;108;44;41;176;216;74;92;183;246;77;126;165;278;78;123;104;244;57;141;115;310;64;170
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );25;Auðros;44018;18;Kraþiø;Ðiauliø miesto savivaldybë;1916;883;64;68;23;18;66;71;20;23;83;92;28;42;117;140;46;66;137;163;64;78;144;216;58;109;83;151;31;91;80;241;53;133
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );25;Auðros;44024;24;Ragainës;Ðiauliø miesto savivaldybë;1796;935;57;65;23;35;61;67;25;32;76;62;24;28;132;148;58;68;113;150;64;88;163;228;85;131;125;168;77;104;50;131;33;60
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );25;Auðros;44029;29;Þaliûkiø;Ðiauliø miesto savivaldybë;1949;960;61;65;25;33;59;75;18;24;105;93;44;42;142;167;54;90;128;160;59;84;197;362;106;201;95;120;51;69;28;92;19;41
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );25;Auðros;44036;36;Dainø;Ðiauliø miesto savivaldybë;2186;1074;77;64;22;21;57;76;20;34;71;95;27;37;168;180;75;70;148;198;67;93;112;152;43;81;121;282;75;178;136;249;84;147
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );25;Auðros;44037;37;Aido;Ðiauliø miesto savivaldybë;2055;1028;65;79;26;28;65;66;22;25;73;77;25;40;165;175;64;83;137;148;63;72;127;197;67;108;159;296;100;183;67;159;37;85
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );25;Auðros;44038;38;Lyros;Ðiauliø miesto savivaldybë;2170;1021;65;59;20;26;83;81;21;31;100;91;30;42;190;207;71;80;140;150;61;77;129;226;65;128;157;280;86;171;63;149;35;77
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );25;Auðros;44039;39;Architektø;Ðiauliø miesto savivaldybë;2010;893;63;61;21;23;58;56;20;21;98;101;37;44;175;194;70;77;135;129;42;55;196;294;90;153;118;199;66;105;32;101;18;51
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );26;Saulës;44015;15;S. Ðalkauskio;Ðiauliø miesto savivaldybë;2450;1230;108;78;52;32;117;78;57;28;137;113;57;48;186;167;87;79;193;218;90;115;156;240;80;126;80;161;37;108;96;322;63;171
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );26;Saulës;44020;20;Linkuvos;Ðiauliø miesto savivaldybë;2373;988;86;78;23;29;74;96;24;27;116;122;37;50;195;152;67;58;170;212;67;91;178;279;77;133;85;171;32;92;94;265;50;131
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );26;Saulës;44021;21;Ðimðës;Ðiauliø miesto savivaldybë;3055;1474;110;127;38;47;111;114;36;46;117;116;43;51;209;229;90;110;244;280;120;137;278;346;132;196;157;233;85;141;126;258;71;131
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );26;Saulës;44022;22;Zokniø;Ðiauliø miesto savivaldybë;2182;797;98;93;28;29;86;91;31;26;99;70;24;24;170;167;49;52;184;230;67;87;169;258;64;102;77;183;29;90;53;154;32;63
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );26;Saulës;44023;23;Pabaliø;Ðiauliø miesto savivaldybë;1688;900;79;64;31;30;52;51;19;28;47;45;19;19;146;155;66;85;173;161;97;110;173;171;85;91;62;92;38;64;69;148;41;77
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );26;Saulës;44025;25;K. Donelaièio;Ðiauliø miesto savivaldybë;1514;752;61;51;23;26;62;51;25;16;61;59;20;20;124;100;50;43;114;140;50;81;150;186;78;106;73;109;43;58;56;117;43;70
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );26;Saulës;44027;27;Verduliukø;Ðiauliø miesto savivaldybë;3243;1526;147;137;59;65;126;137;42;52;145;110;45;41;254;252;104;113;295;342;140;177;229;267;101;125;97;236;57;144;147;322;89;172
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );26;Saulës;44028;28;Tilþës;Ðiauliø miesto savivaldybë;3379;1336;134;146;35;39;115;159;33;38;170;169;48;57;209;216;54;70;257;318;88;144;260;347;101;158;100;206;47;114;137;436;79;231
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );26;Saulës;44030;30;Geguþiø;Ðiauliø miesto savivaldybë;2475;1137;101;93;21;32;83;93;28;29;104;113;36;43;196;192;72;73;188;240;85;126;133;201;68;99;77;166;41;97;132;363;83;204
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );26;Saulës;44031;31;S. Dariaus ir S. Girëno;Ðiauliø miesto savivaldybë;2244;1007;85;94;28;36;107;92;38;30;100;107;34;34;144;158;66;78;149;216;61;106;121;205;45;95;79;152;37;84;118;317;77;158
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );26;Saulës;44033;33;Lieporiø;Ðiauliø miesto savivaldybë;3075;1486;107;120;50;46;83;122;25;49;120;116;42;39;211;221;74;97;237;295;91;137;158;221;82;103;142;357;91;215;160;405;105;240
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );26;Saulës;44034;34;Berþyno;Ðiauliø miesto savivaldybë;2179;1056;72;104;32;48;78;73;32;31;85;94;23;34;145;156;60;82;159;218;67;106;150;220;71;121;118;282;70;165;69;156;37;77
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );26;Saulës;44035;35;Senojo Bokðto;Ðiauliø miesto savivaldybë;2315;1060;80;85;25;41;84;80;33;34;94;112;27;38;175;185;77;75;181;228;73;99;122;154;54;71;146;289;87;170;85;215;48;108
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );26;Saulës;44044;44;Rëkyvos;Ðiauliø miesto savivaldybë;4000;1739;157;169;50;77;144;155;55;54;172;143;47;52;366;354;149;157;384;375;148;172;323;341;134;154;232;309;127;160;119;257;71;132
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );27;Panevëþio vakarinë;32013;13;Pilënai;Panevëþio miesto savivaldybë;3425;1705;128;130;43;60;124;127;47;58;152;126;47;56;214;225;82;115;227;314;114;169;291;443;135;249;181;329;123;203;108;306;56;148
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );27;Panevëþio vakarinë;32014;14;Nemuno;Panevëþio miesto savivaldybë;4289;2066;189;166;71;62;160;133;56;56;201;217;83;91;415;398;185;176;328;411;156;221;407;548;217;277;206;262;121;162;83;165;47;85
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );27;Panevëþio vakarinë;32015;15;Þvaigþdþiø;Panevëþio miesto savivaldybë;3645;1813;113;109;43;52;109;103;48;45;158;155;53;53;276;291;92;121;184;249;77;135;386;642;195;379;224;354;139;223;88;204;49;109
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );27;Panevëþio vakarinë;32016;16;Ðermuto;Panevëþio miesto savivaldybë;3649;1758;128;117;53;53;143;117;54;47;133;155;41;62;294;289;114;133;218;284;90;154;347;576;174;309;243;367;128;220;67;171;36;90
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );27;Panevëþio vakarinë;32017;17;Parko;Panevëþio miesto savivaldybë;2555;1123;118;92;42;30;91;92;27;32;96;75;24;32;152;176;53;64;195;281;69;119;149;225;73;106;114;270;57;156;144;285;95;144
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );27;Panevëþio vakarinë;32018;18;Dariaus ir Girëno;Panevëþio miesto savivaldybë;2918;1343;129;128;45;52;92;93;22;22;89;91;34;37;191;188;59;69;232;271;100;139;161;220;76;123;195;387;110;233;152;299;74;148
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );27;Panevëþio vakarinë;32019;19;A. Lipniûno;Panevëþio miesto savivaldybë;2445;1255;109;96;44;35;61;54;23;26;73;78;24;31;187;230;75;110;197;209;94;107;134;192;73;116;180;328;117;207;100;217;59;114
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );27;Panevëþio vakarinë;32020;20;Klaipëdos;Panevëþio miesto savivaldybë;2119;910;89;90;16;42;81;86;26;29;84;73;26;22;170;165;50;54;159;203;69;94;148;205;67;105;129;234;70;129;64;139;39;72
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );27;Panevëþio vakarinë;32021;21;Þvaigþdutës;Panevëþio miesto savivaldybë;2609;1185;92;93;28;40;85;85;33;32;90;111;20;37;187;198;67;79;192;258;75;116;156;238;77;125;126;276;65;169;130;292;75;147
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );27;Panevëþio vakarinë;32022;22;Statybininkø;Panevëþio miesto savivaldybë;2581;1282;113;96;43;43;79;87;23;40;92;95;24;45;147;177;49;81;217;286;103;139;152;229;81;128;91;230;51;140;134;356;84;208
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );27;Panevëþio vakarinë;32023;23;Kniaudiðkiø;Panevëþio miesto savivaldybë;3814;1832;149;162;63;69;144;142;46;59;210;174;68;78;271;277;111;121;248;292;104;160;447;696;228;385;159;246;88;147;59;138;35;70
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );28;Nevëþio;32001;1;Geleþinkelio;Panevëþio miesto savivaldybë;3187;1537;138;115;58;46;105;101;42;42;116;110;35;39;214;193;68;72;267;285;127;148;300;372;159;208;191;249;121;160;149;282;85;127
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );28;Nevëþio;32002;2;Roþiø;Panevëþio miesto savivaldybë;3916;1995;188;141;72;74;147;137;57;51;147;130;43;53;213;228;71;97;320;364;163;212;461;496;249;299;237;279;158;175;146;282;83;138
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );28;Nevëþio;32003;3;Ðiauliø;Panevëþio miesto savivaldybë;2625;1108;109;104;35;42;104;82;25;20;94;97;21;41;196;166;53;71;207;232;94;114;258;331;117;171;145;220;71;106;86;194;40;87
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );28;Nevëþio;32004;4;Vienybës;Panevëþio miesto savivaldybë;2236;952;83;67;17;27;99;77;21;27;94;95;28;38;129;125;39;45;164;205;69;97;188;245;84;117;75;153;44;77;113;324;64;158
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );28;Nevëþio;32005;5;Ðermukðniø;Panevëþio miesto savivaldybë;2762;1198;113;116;39;33;101;105;33;38;120;103;32;34;180;153;62;60;208;306;92;133;239;321;116;148;125;191;71;104;91;290;55;148
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );28;Nevëþio;32006;6;V. Þemkalnio;Panevëþio miesto savivaldybë;1877;679;76;88;18;31;67;64;18;18;63;61;20;21;91;99;25;29;146;191;46;78;182;220;63;98;96;148;32;73;63;222;30;79
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );28;Nevëþio;32007;7;J. Balèikonio;Panevëþio miesto savivaldybë;1984;1059;61;72;25;41;56;72;29;44;80;89;29;41;112;135;44;82;164;180;70;110;160;203;84;120;110;164;64;97;114;212;68;111
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );28;Nevëþio;32008;8;Laisvës;Panevëþio miesto savivaldybë;1818;929;53;65;12;27;65;38;25;17;55;69;25;29;114;108;35;32;124;163;64;88;163;236;79;143;100;169;62;119;79;217;55;117
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );28;Nevëþio;32009;9;Poliklinikos;Panevëþio miesto savivaldybë;2146;1014;84;86;30;39;76;70;21;21;78;74;25;21;121;145;38;57;163;202;73;105;144;211;76;131;65;169;34;99;112;346;65;179
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );28;Nevëþio;32010;10;Menø mokyklos;Panevëþio miesto savivaldybë;2559;1022;97;112;32;41;103;97;33;30;104;85;29;32;157;164;43;52;212;273;81;109;286;331;116;144;124;178;65;96;59;177;35;84
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );28;Nevëþio;32011;11;Danutës;Panevëþio miesto savivaldybë;1910;1009;60;56;31;27;66;52;23;21;58;54;18;23;112;104;52;55;134;185;56;101;158;224;75;137;106;167;64;96;104;270;74;156
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );28;Nevëþio;32012;12;Tulpiø;Panevëþio miesto savivaldybë;2525;1110;118;99;35;39;83;93;30;31;102;95;24;32;125;133;44;48;208;248;84;115;189;228;95;106;89;171;46;92;155;389;85;204
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );28;Nevëþio;32025;25;Ukmergës;Panevëþio miesto savivaldybë;2232;963;85;80;15;32;62;66;23;19;81;91;26;38;126;135;37;41;156;230;49;98;166;226;77;124;94;158;52;84;115;361;62;186
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );29;Marijampolës;25001;1;Kvietiðkio;Marijampolës savivaldybë;2868;1278;128;112;52;45;106;124;28;51;117;102;39;34;229;224;75;79;201;254;90;128;264;351;124;172;171;223;90;129;70;192;38;104
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );29;Marijampolës;25002;2;Narto;Marijampolës savivaldybë;1900;1054;85;89;45;44;54;64;25;22;52;55;18;24;141;141;65;64;177;167;98;111;176;193;105;123;101;135;59;80;94;176;63;108
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );29;Marijampolës;25003;3;Laikðtës;Marijampolës savivaldybë;1940;976;85;74;33;26;68;68;32;27;74;67;32;26;142;138;52;65;169;171;79;91;220;241;119;138;116;131;72;80;51;125;33;71
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );29;Marijampolës;25004;4;Tarpuèiø;Marijampolës savivaldybë;3668;1830;197;151;72;68;163;134;62;60;175;163;68;76;295;304;119;146;294;394;141;220;374;457;201;267;136;185;95;108;80;166;45;82
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );29;Marijampolës;25005;5;Uosupio;Marijampolës savivaldybë;2078;1000;65;65;21;31;62;75;23;27;110;106;35;38;182;176;58;71;102;123;44;61;227;358;121;208;114;174;69;115;35;104;24;54
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );29;Marijampolës;25006;6;Mokolø;Marijampolës savivaldybë;2833;1358;125;99;50;48;109;108;45;50;141;143;44;50;231;220;89;108;162;228;72;119;295;441;140;242;138;207;79;117;43;143;27;78
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );29;Marijampolës;25007;7;Deguèiø;Marijampolës savivaldybë;3041;1462;127;120;45;47;106;106;31;48;99;119;37;50;190;230;77;100;269;280;100;141;159;230;62;117;178;348;109;225;152;328;95;178
